Employee_ID,Employee_Name,Department,Claim_Type,Claim_Amount,Approved_Amount,Claim_Status,Claim_Date,Approval_Date,Payment_Status,Payment_Method,Vendor
1220,Rahul Khanna,Sales,Dental,16012,0,Pending,2024-01-15,2024-01-25,Paid,Payroll,Local Clinic
1221,Pooja Verma,Finance,Dental,11678,11133,Approved,2024-04-04,2024-04-09,Paid,Bank Transfer,Apollo Hospital
1222,Ankit Malhotra,Sales,Transport,15819,0,Pending,2024-04-10,2024-04-11,Unpaid,Bank Transfer,Wellness Center
1223,Sneha Bansal,IT,Medical,6855,5894,Approved,2023-04-11,2023-04-16,Unpaid,Payroll,Wellness Center
1224,Pooja Khanna,HR,Medical,7383,0,Rejected,2023-12-07,2023-12-16,Unpaid,Payroll,Max Healthcare
1225,Ankit Malhotra,Operations,Transport,13854,0,Rejected,2023-07-21,2023-07-30,Unpaid,Payroll,Max Healthcare
1226,Arjun Khanna,Marketing,Medical,15356,0,Rejected,2023-05-10,2023-05-12,Paid,Payroll,Apollo Hospital
1227,Rohit Gupta,Operations,Medical,4591,4056,Approved,2023-06-24,2023-06-25,Paid,Payroll,Wellness Center
1228,Pooja Gupta,IT,Wellness,2948,0,Pending,2023-05-31,2023-06-01,Unpaid,Bank Transfer,Apollo Hospital
1229,Rahul Kapoor,IT,Medical,16021,15124,Approved,2024-03-12,2024-03-18,Paid,Payroll,Local Clinic
1230,Ankit Khanna,Marketing,Medical,6548,0,Rejected,2023-04-11,2023-04-15,Unpaid,Payroll,Apollo Hospital
1231,Rohit Sharma,Sales,Pharmacy,19077,0,Rejected,2023-07-25,2023-07-28,Paid,Payroll,Fortis
1232,Karan Malhotra,IT,Medical,11183,10834,Approved,2023-11-07,2023-11-09,Paid,Bank Transfer,Wellness Center
1233,Karan Verma,Finance,Pharmacy,10484,0,Pending,2024-07-10,2024-07-11,Unpaid,Payroll,Wellness Center
1234,Sneha Bansal,HR,Dental,9195,8572,Approved,2024-05-06,2024-05-16,Unpaid,Payroll,Local Clinic
1235,Ankit Gupta,Operations,Pharmacy,11390,10979,Approved,2023-12-10,2023-12-20,Paid,Bank Transfer,Fortis
1236,Priya Bansal,Finance,Transport,11594,0,Pending,2023-10-19,2023-10-27,Paid,Bank Transfer,Max Healthcare
1237,Arjun Mehta,HR,Wellness,11881,11555,Approved,2024-08-09,2024-08-10,Paid,Payroll,Max Healthcare
1238,Arjun Agarwal,Operations,Wellness,13529,0,Rejected,2023-01-26,2023-02-01,Unpaid,Bank Transfer,Apollo Hospital
1239,Rohit Agarwal,HR,Dental,6607,6565,Approved,2023-01-05,2023-01-08,Unpaid,Payroll,Fortis
1240,Pooja Sharma,Sales,Medical,2905,0,Pending,2023-11-22,2023-11-24,Unpaid,Payroll,Apollo Hospital
1241,Sneha Verma,Finance,Pharmacy,14458,14444,Approved,2023-01-08,2023-01-16,Paid,Payroll,Wellness Center
1242,Arjun Verma,HR,Transport,8035,0,Rejected,2024-05-26,2024-05-30,Paid,Payroll,Max Healthcare
1243,Rohit Sharma,Finance,Transport,11287,0,Pending,2023-10-29,2023-11-08,Paid,Payroll,Wellness Center
1244,Pooja Bansal,Finance,Medical,2847,0,Rejected,2023-11-27,2023-12-04,Unpaid,Payroll,Local Clinic
1245,Arjun Mehta,IT,Medical,3681,0,Rejected,2023-07-23,2023-07-26,Paid,Payroll,Apollo Hospital
1246,Rohit Verma,Operations,Transport,17987,0,Rejected,2023-09-22,2023-09-25,Paid,Payroll,Apollo Hospital
1247,Sneha Agarwal,Finance,Medical,4907,0,Rejected,2024-05-25,2024-06-03,Unpaid,Bank Transfer,Local Clinic
1248,Ankit Verma,Operations,Pharmacy,17671,16747,Approved,2024-02-24,2024-02-25,Paid,Payroll,Local Clinic
1249,Neha Sharma,Finance,Pharmacy,14738,14165,Approved,2024-04-29,2024-05-08,Paid,Bank Transfer,Local Clinic
1250,Arjun Verma,Marketing,Transport,866,183,Approved,2023-03-26,2023-04-03,Unpaid,Bank Transfer,Fortis
1251,Karan Malhotra,Operations,Medical,10673,9962,Approved,2023-05-16,2023-05-20,Paid,Bank Transfer,Apollo Hospital
1252,Karan Gupta,HR,Medical,5536,0,Rejected,2023-05-23,2023-05-30,Unpaid,Payroll,Max Healthcare
1253,Rohit Verma,HR,Transport,10260,10109,Approved,2023-10-17,2023-10-18,Paid,Bank Transfer,Wellness Center
1254,Karan Bansal,Marketing,Transport,12485,0,Rejected,2023-04-10,2023-04-12,Unpaid,Bank Transfer,Fortis
1255,Sneha Kapoor,Operations,Wellness,10584,0,Rejected,2024-02-10,2024-02-16,Unpaid,Payroll,Fortis
1256,Arjun Malhotra,HR,Wellness,13131,13067,Approved,2024-06-02,2024-06-08,Paid,Payroll,Apollo Hospital
1257,Pooja Kapoor,HR,Transport,10634,0,Pending,2024-02-17,2024-02-27,Unpaid,Bank Transfer,Max Healthcare
1258,Sneha Agarwal,HR,Pharmacy,2343,0,Rejected,2023-08-16,2023-08-21,Unpaid,Payroll,Local Clinic
1259,Rahul Sharma,Marketing,Pharmacy,713,0,Pending,2023-04-05,2023-04-09,Unpaid,Payroll,Wellness Center
1260,Rahul Mehta,IT,Wellness,6473,6442,Approved,2024-05-30,2024-06-06,Paid,Payroll,Local Clinic
1261,Karan Malhotra,Marketing,Wellness,3357,3152,Approved,2024-02-05,2024-02-06,Paid,Payroll,Apollo Hospital
1262,Amit Kapoor,Operations,Wellness,11960,0,Pending,2024-05-19,2024-05-22,Paid,Bank Transfer,Apollo Hospital
1263,Ankit Agarwal,Finance,Pharmacy,10456,0,Pending,2023-01-23,2023-02-02,Paid,Bank Transfer,Max Healthcare
1264,Pooja Khanna,HR,Pharmacy,5010,4349,Approved,2023-02-28,2023-03-09,Paid,Payroll,Apollo Hospital
1265,Pooja Agarwal,IT,Medical,6583,5650,Approved,2024-06-02,2024-06-05,Unpaid,Payroll,Max Healthcare
1266,Rahul Kapoor,HR,Dental,18048,18001,Approved,2023-06-05,2023-06-15,Paid,Payroll,Fortis
1267,Karan Sharma,Operations,Transport,6410,0,Rejected,2023-07-01,2023-07-11,Paid,Bank Transfer,Wellness Center
1268,Rohit Bansal,Operations,Pharmacy,2549,1803,Approved,2023-10-16,2023-10-23,Paid,Bank Transfer,Max Healthcare
1269,Amit Verma,Finance,Wellness,7560,0,Rejected,2023-03-12,2023-03-22,Paid,Payroll,Max Healthcare
1270,Neha Mehta,Marketing,Wellness,3651,0,Pending,2024-02-16,2024-02-22,Paid,Payroll,Apollo Hospital
1271,Rohit Malhotra,Finance,Medical,11803,11431,Approved,2024-08-02,2024-08-11,Paid,Bank Transfer,Fortis
1272,Sneha Jain,HR,Transport,16762,0,Rejected,2023-01-09,2023-01-17,Unpaid,Bank Transfer,Max Healthcare
1273,Rahul Agarwal,IT,Medical,12108,0,Rejected,2023-06-13,2023-06-14,Paid,Bank Transfer,Local Clinic
1274,Ankit Jain,Sales,Transport,11835,0,Pending,2023-05-01,2023-05-04,Unpaid,Bank Transfer,Fortis
1275,Pooja Verma,Operations,Dental,8753,0,Rejected,2024-02-28,2024-03-05,Unpaid,Bank Transfer,Local Clinic
1276,Sneha Agarwal,Operations,Pharmacy,8561,0,Rejected,2024-05-13,2024-05-21,Unpaid,Bank Transfer,Apollo Hospital
1277,Priya Malhotra,Marketing,Medical,8848,0,Rejected,2024-04-29,2024-04-30,Unpaid,Bank Transfer,Max Healthcare
1278,Pooja Agarwal,Operations,Wellness,15406,0,Pending,2023-07-28,2023-08-02,Unpaid,Payroll,Apollo Hospital
1279,Neha Gupta,Sales,Medical,13092,0,Pending,2023-11-23,2023-12-02,Paid,Payroll,Max Healthcare
1280,Sneha Gupta,HR,Medical,11132,11008,Approved,2023-10-04,2023-10-12,Unpaid,Payroll,Local Clinic
1281,Ankit Kapoor,HR,Pharmacy,14902,14427,Approved,2023-11-06,2023-11-10,Unpaid,Payroll,Fortis
1282,Neha Mehta,Operations,Medical,18948,0,Pending,2023-11-27,2023-12-01,Paid,Payroll,Max Healthcare
1283,Pooja Sharma,Marketing,Pharmacy,18580,0,Pending,2023-08-04,2023-08-12,Paid,Bank Transfer,Wellness Center
1284,Neha Jain,IT,Medical,6916,0,Rejected,2023-02-27,2023-03-02,Paid,Payroll,Fortis
1285,Ankit Kapoor,Operations,Dental,10420,0,Rejected,2023-05-15,2023-05-16,Paid,Bank Transfer,Local Clinic
1286,Rahul Jain,Sales,Pharmacy,19805,0,Rejected,2024-07-18,2024-07-28,Unpaid,Bank Transfer,Wellness Center
1287,Amit Verma,IT,Pharmacy,9879,9084,Approved,2023-02-24,2023-02-27,Paid,Bank Transfer,Max Healthcare
1288,Rahul Kapoor,Sales,Wellness,17427,0,Pending,2023-06-19,2023-06-20,Paid,Bank Transfer,Local Clinic
1289,Amit Verma,IT,Wellness,18989,0,Pending,2023-05-11,2023-05-18,Paid,Bank Transfer,Wellness Center
1290,Neha Gupta,Sales,Transport,7486,0,Rejected,2023-06-28,2023-07-07,Unpaid,Bank Transfer,Fortis
1291,Amit Kapoor,Sales,Wellness,2119,0,Rejected,2024-08-01,2024-08-05,Unpaid,Bank Transfer,Max Healthcare
1292,Amit Kapoor,Marketing,Transport,2103,0,Rejected,2024-07-08,2024-07-15,Unpaid,Bank Transfer,Fortis
1293,Amit Jain,Operations,Medical,14804,14282,Approved,2024-08-03,2024-08-06,Unpaid,Payroll,Wellness Center
1294,Arjun Jain,Finance,Dental,13583,0,Pending,2023-03-17,2023-03-25,Paid,Bank Transfer,Fortis
1295,Pooja Gupta,Operations,Pharmacy,3275,2817,Approved,2023-01-30,2023-02-03,Unpaid,Payroll,Wellness Center
1296,Priya Bansal,IT,Transport,15315,0,Rejected,2023-02-19,2023-02-22,Paid,Bank Transfer,Wellness Center
1297,Ankit Agarwal,HR,Medical,4737,4543,Approved,2024-01-31,2024-02-02,Paid,Payroll,Apollo Hospital
1298,Pooja Kapoor,Sales,Wellness,17384,16479,Approved,2024-03-06,2024-03-10,Paid,Bank Transfer,Fortis
1299,Neha Khanna,Finance,Medical,15860,0,Pending,2023-01-07,2023-01-14,Paid,Bank Transfer,Local Clinic
1300,Arjun Malhotra,Sales,Dental,13950,0,Pending,2023-04-23,2023-04-27,Unpaid,Bank Transfer,Fortis
1301,Sneha Khanna,Marketing,Dental,2390,0,Pending,2023-08-13,2023-08-20,Paid,Bank Transfer,Max Healthcare
1302,Neha Bansal,Operations,Pharmacy,16417,16094,Approved,2024-04-03,2024-04-12,Unpaid,Bank Transfer,Max Healthcare
1303,Priya Khanna,Marketing,Transport,17449,0,Pending,2023-01-30,2023-01-31,Unpaid,Bank Transfer,Max Healthcare
1304,Sneha Jain,Sales,Wellness,18821,0,Rejected,2023-12-25,2024-01-01,Unpaid,Payroll,Fortis
1305,Amit Agarwal,Sales,Pharmacy,18806,0,Pending,2023-10-28,2023-11-04,Unpaid,Bank Transfer,Fortis
1306,Karan Verma,Marketing,Medical,2392,0,Rejected,2023-07-22,2023-07-31,Unpaid,Payroll,Wellness Center
1307,Rohit Jain,HR,Wellness,14637,0,Rejected,2023-02-14,2023-02-17,Paid,Payroll,Local Clinic
1308,Priya Agarwal,Sales,Dental,4210,0,Pending,2024-04-11,2024-04-19,Paid,Payroll,Local Clinic
1309,Arjun Khanna,IT,Wellness,4742,0,Pending,2023-06-18,2023-06-19,Paid,Bank Transfer,Local Clinic
1310,Rahul Sharma,Finance,Wellness,932,0,Rejected,2024-08-03,2024-08-10,Paid,Payroll,Fortis
1311,Amit Gupta,Marketing,Dental,11080,0,Rejected,2023-07-07,2023-07-15,Paid,Bank Transfer,Local Clinic
1312,Neha Khanna,Operations,Wellness,4208,3755,Approved,2023-08-12,2023-08-14,Paid,Payroll,Wellness Center
1313,Priya Verma,Sales,Transport,11367,0,Rejected,2023-10-13,2023-10-21,Paid,Bank Transfer,Apollo Hospital
1314,Priya Sharma,Operations,Medical,2916,0,Pending,2023-10-31,2023-11-05,Unpaid,Bank Transfer,Apollo Hospital
1315,Ankit Verma,IT,Pharmacy,17756,0,Rejected,2023-12-15,2023-12-19,Paid,Bank Transfer,Wellness Center
1316,Arjun Kapoor,IT,Transport,8362,0,Rejected,2024-04-16,2024-04-22,Unpaid,Bank Transfer,Apollo Hospital
1317,Rahul Sharma,Finance,Transport,18363,18244,Approved,2023-11-16,2023-11-18,Paid,Payroll,Local Clinic
1318,Sneha Malhotra,Finance,Transport,16049,15995,Approved,2023-05-06,2023-05-08,Unpaid,Payroll,Apollo Hospital
1319,Rohit Sharma,HR,Pharmacy,6614,6383,Approved,2024-02-26,2024-03-02,Paid,Payroll,Max Healthcare
1320,Neha Bansal,Operations,Pharmacy,1872,0,Rejected,2023-02-04,2023-02-07,Unpaid,Bank Transfer,Max Healthcare
1321,Karan Bansal,Operations,Transport,8275,0,Pending,2023-06-01,2023-06-04,Unpaid,Bank Transfer,Wellness Center
1322,Neha Mehta,Finance,Wellness,8873,0,Pending,2024-03-05,2024-03-09,Paid,Payroll,Fortis
1323,Pooja Kapoor,HR,Pharmacy,15511,14520,Approved,2024-07-30,2024-08-08,Paid,Payroll,Apollo Hospital
1324,Rohit Sharma,Operations,Medical,16480,0,Rejected,2023-11-10,2023-11-16,Unpaid,Payroll,Apollo Hospital
1325,Rohit Agarwal,Sales,Transport,16915,0,Rejected,2023-02-11,2023-02-21,Unpaid,Payroll,Local Clinic
1326,Arjun Khanna,Sales,Dental,8985,0,Rejected,2023-08-17,2023-08-26,Paid,Bank Transfer,Fortis
1327,Priya Jain,IT,Dental,1471,0,Pending,2024-06-28,2024-07-02,Paid,Bank Transfer,Local Clinic
1328,Karan Mehta,HR,Dental,13869,0,Rejected,2023-09-29,2023-10-08,Unpaid,Payroll,Local Clinic
1329,Pooja Malhotra,HR,Medical,8083,7721,Approved,2023-10-23,2023-10-29,Paid,Payroll,Local Clinic
1330,Priya Verma,Operations,Medical,16782,0,Pending,2023-03-15,2023-03-19,Unpaid,Payroll,Apollo Hospital
1331,Sneha Verma,Finance,Pharmacy,2952,0,Pending,2024-04-19,2024-04-20,Unpaid,Bank Transfer,Max Healthcare
1332,Rohit Jain,Marketing,Pharmacy,8084,0,Rejected,2024-02-06,2024-02-16,Paid,Bank Transfer,Wellness Center
1333,Karan Kapoor,Finance,Transport,2516,1598,Approved,2024-04-08,2024-04-09,Paid,Payroll,Max Healthcare
1334,Rohit Agarwal,HR,Transport,1065,284,Approved,2023-07-15,2023-07-20,Unpaid,Payroll,Local Clinic
1335,Rohit Malhotra,Sales,Pharmacy,6077,0,Rejected,2024-04-06,2024-04-13,Paid,Payroll,Apollo Hospital
1336,Rahul Mehta,IT,Transport,14807,0,Rejected,2024-04-10,2024-04-11,Paid,Bank Transfer,Local Clinic
1337,Karan Mehta,Finance,Wellness,17501,0,Pending,2024-05-28,2024-06-05,Unpaid,Payroll,Apollo Hospital
1338,Priya Agarwal,IT,Medical,5911,0,Rejected,2023-04-03,2023-04-07,Unpaid,Bank Transfer,Fortis
1339,Pooja Kapoor,Finance,Dental,7822,0,Pending,2024-04-09,2024-04-15,Unpaid,Payroll,Wellness Center
1340,Pooja Mehta,Operations,Transport,16660,0,Rejected,2024-08-12,2024-08-16,Unpaid,Payroll,Apollo Hospital
1341,Amit Kapoor,Operations,Transport,6111,0,Rejected,2023-06-26,2023-07-05,Unpaid,Bank Transfer,Fortis
1342,Arjun Khanna,Marketing,Transport,1613,0,Pending,2024-08-11,2024-08-21,Paid,Payroll,Max Healthcare
1343,Ankit Jain,Marketing,Medical,1781,0,Rejected,2024-01-04,2024-01-12,Paid,Payroll,Fortis
1344,Rohit Bansal,Finance,Wellness,10187,0,Rejected,2024-08-08,2024-08-15,Paid,Payroll,Wellness Center
1345,Karan Bansal,Marketing,Dental,5047,0,Rejected,2024-03-24,2024-03-25,Unpaid,Bank Transfer,Max Healthcare
1346,Ankit Agarwal,Sales,Pharmacy,3668,0,Pending,2024-07-20,2024-07-23,Paid,Bank Transfer,Fortis
1347,Rahul Gupta,Marketing,Wellness,6052,0,Pending,2023-03-14,2023-03-17,Paid,Bank Transfer,Max Healthcare
1348,Amit Agarwal,HR,Wellness,1700,955,Approved,2024-01-08,2024-01-11,Unpaid,Bank Transfer,Fortis
1349,Priya Khanna,Operations,Medical,7857,0,Pending,2023-12-05,2023-12-06,Paid,Bank Transfer,Local Clinic
1350,Amit Kapoor,Sales,Transport,19565,0,Rejected,2024-01-20,2024-01-29,Unpaid,Bank Transfer,Apollo Hospital
1351,Karan Jain,HR,Wellness,4697,0,Rejected,2023-10-12,2023-10-15,Paid,Bank Transfer,Fortis
1352,Amit Verma,Finance,Dental,15826,0,Rejected,2023-09-04,2023-09-10,Unpaid,Payroll,Wellness Center
1353,Arjun Khanna,Marketing,Transport,18221,17594,Approved,2024-01-29,2024-02-05,Paid,Bank Transfer,Fortis
1354,Karan Gupta,Marketing,Wellness,15863,0,Pending,2024-06-19,2024-06-24,Unpaid,Bank Transfer,Fortis
1355,Sneha Verma,Marketing,Transport,17676,17167,Approved,2023-08-21,2023-08-23,Unpaid,Bank Transfer,Max Healthcare
1356,Arjun Gupta,HR,Dental,18530,17980,Approved,2023-12-09,2023-12-13,Unpaid,Bank Transfer,Max Healthcare
1357,Arjun Gupta,Sales,Dental,13943,13273,Approved,2023-07-07,2023-07-11,Paid,Bank Transfer,Max Healthcare
1358,Karan Malhotra,Finance,Dental,9170,8738,Approved,2024-04-15,2024-04-20,Paid,Payroll,Local Clinic
1359,Pooja Mehta,Operations,Medical,5608,0,Pending,2023-10-31,2023-11-06,Unpaid,Bank Transfer,Wellness Center
1360,Neha Malhotra,Operations,Pharmacy,3595,3509,Approved,2023-01-04,2023-01-10,Unpaid,Payroll,Apollo Hospital
1361,Rohit Mehta,Marketing,Dental,17885,17210,Approved,2023-01-29,2023-02-06,Paid,Bank Transfer,Fortis
1362,Amit Mehta,Finance,Medical,19095,0,Pending,2024-06-02,2024-06-07,Unpaid,Payroll,Apollo Hospital
1363,Karan Verma,Operations,Medical,7872,0,Pending,2023-11-19,2023-11-20,Paid,Bank Transfer,Local Clinic
1364,Ankit Agarwal,HR,Dental,15121,0,Pending,2024-07-29,2024-08-04,Unpaid,Payroll,Apollo Hospital
1365,Priya Sharma,Marketing,Transport,13446,0,Pending,2023-10-16,2023-10-18,Unpaid,Bank Transfer,Wellness Center
1366,Rohit Khanna,Sales,Transport,6013,5024,Approved,2023-06-29,2023-07-07,Unpaid,Bank Transfer,Apollo Hospital
1367,Ankit Bansal,HR,Pharmacy,11135,0,Pending,2024-05-19,2024-05-29,Unpaid,Bank Transfer,Fortis
1368,Rohit Malhotra,IT,Pharmacy,19440,18599,Approved,2024-03-28,2024-04-06,Paid,Payroll,Local Clinic
1369,Arjun Khanna,HR,Medical,11662,0,Pending,2023-05-22,2023-05-27,Unpaid,Payroll,Local Clinic
1370,Rohit Sharma,Finance,Dental,10878,0,Rejected,2023-07-11,2023-07-18,Unpaid,Bank Transfer,Wellness Center
1371,Pooja Agarwal,Sales,Medical,3556,0,Pending,2024-05-23,2024-05-26,Paid,Bank Transfer,Wellness Center
1372,Arjun Verma,Sales,Pharmacy,16695,0,Rejected,2023-03-09,2023-03-18,Paid,Bank Transfer,Apollo Hospital
1373,Priya Sharma,Finance,Pharmacy,11266,10812,Approved,2023-06-18,2023-06-25,Paid,Payroll,Fortis
1374,Priya Sharma,Marketing,Pharmacy,18650,0,Pending,2024-02-02,2024-02-09,Paid,Payroll,Fortis
1375,Karan Verma,Operations,Medical,14489,0,Pending,2023-08-26,2023-09-03,Unpaid,Bank Transfer,Wellness Center
1376,Ankit Kapoor,HR,Pharmacy,1643,667,Approved,2023-09-02,2023-09-10,Paid,Payroll,Fortis
1377,Pooja Agarwal,Operations,Wellness,6113,0,Rejected,2023-04-18,2023-04-26,Paid,Payroll,Wellness Center
1378,Neha Gupta,Marketing,Pharmacy,9148,8843,Approved,2024-05-07,2024-05-16,Unpaid,Bank Transfer,Max Healthcare
1379,Pooja Jain,Marketing,Transport,11538,0,Pending,2024-03-28,2024-03-30,Paid,Bank Transfer,Apollo Hospital
1380,Neha Mehta,HR,Wellness,646,0,Pending,2023-08-06,2023-08-07,Paid,Bank Transfer,Fortis
1381,Rahul Verma,Finance,Pharmacy,17441,0,Rejected,2023-03-22,2023-03-31,Paid,Payroll,Wellness Center
1382,Neha Khanna,IT,Medical,12936,0,Pending,2023-10-02,2023-10-12,Paid,Payroll,Max Healthcare
1383,Sneha Malhotra,Operations,Medical,1141,152,Approved,2024-03-01,2024-03-03,Paid,Bank Transfer,Wellness Center
1384,Sneha Malhotra,IT,Wellness,7850,7497,Approved,2023-12-06,2023-12-09,Unpaid,Bank Transfer,Wellness Center
1385,Neha Agarwal,Sales,Pharmacy,15731,15500,Approved,2023-08-18,2023-08-20,Paid,Payroll,Apollo Hospital
1386,Arjun Sharma,Operations,Pharmacy,15819,15700,Approved,2023-06-18,2023-06-22,Paid,Bank Transfer,Fortis
1387,Sneha Verma,IT,Dental,7271,0,Pending,2023-12-09,2023-12-13,Unpaid,Bank Transfer,Wellness Center
1388,Rahul Verma,Marketing,Transport,18731,18495,Approved,2023-01-09,2023-01-18,Paid,Payroll,Local Clinic
1389,Rohit Gupta,HR,Medical,7333,6483,Approved,2023-02-19,2023-02-26,Paid,Payroll,Max Healthcare
1390,Arjun Kapoor,HR,Transport,16050,0,Pending,2024-08-16,2024-08-24,Paid,Payroll,Wellness Center
1391,Arjun Khanna,Sales,Pharmacy,1693,713,Approved,2023-09-18,2023-09-20,Paid,Bank Transfer,Max Healthcare
1392,Amit Gupta,Operations,Medical,5802,0,Pending,2023-02-21,2023-02-25,Paid,Payroll,Apollo Hospital
1393,Sneha Verma,Sales,Pharmacy,5918,0,Rejected,2023-10-13,2023-10-21,Paid,Payroll,Fortis
1394,Priya Agarwal,Marketing,Pharmacy,7359,7260,Approved,2023-07-19,2023-07-22,Paid,Bank Transfer,Local Clinic
1395,Sneha Malhotra,Marketing,Pharmacy,616,-347,Approved,2023-10-13,2023-10-17,Paid,Payroll,Apollo Hospital
1396,Sneha Khanna,Operations,Medical,8049,0,Rejected,2023-12-25,2023-12-26,Unpaid,Bank Transfer,Local Clinic
1397,Pooja Bansal,IT,Pharmacy,801,0,Rejected,2024-04-28,2024-05-02,Unpaid,Payroll,Wellness Center
1398,Ankit Verma,Operations,Pharmacy,10293,9308,Approved,2023-04-09,2023-04-15,Unpaid,Bank Transfer,Apollo Hospital
1399,Pooja Agarwal,HR,Dental,17327,16610,Approved,2023-05-18,2023-05-22,Unpaid,Bank Transfer,Apollo Hospital
1400,Pooja Kapoor,Finance,Wellness,5648,4757,Approved,2023-01-24,2023-02-03,Paid,Bank Transfer,Local Clinic
1401,Priya Khanna,Sales,Pharmacy,2116,0,Rejected,2024-01-21,2024-01-26,Unpaid,Payroll,Apollo Hospital
1402,Neha Sharma,Sales,Transport,19360,0,Rejected,2023-01-14,2023-01-21,Paid,Payroll,Apollo Hospital
1403,Amit Agarwal,Marketing,Medical,18999,0,Pending,2024-01-14,2024-01-21,Paid,Bank Transfer,Wellness Center
1404,Amit Gupta,Sales,Pharmacy,2738,0,Rejected,2023-06-04,2023-06-05,Paid,Payroll,Local Clinic
1405,Arjun Sharma,HR,Medical,15960,0,Pending,2024-01-21,2024-01-31,Paid,Payroll,Local Clinic
1406,Priya Malhotra,Operations,Transport,15700,0,Rejected,2023-11-03,2023-11-13,Unpaid,Bank Transfer,Fortis
1407,Ankit Verma,HR,Transport,15038,14492,Approved,2024-07-20,2024-07-29,Unpaid,Payroll,Wellness Center
1408,Pooja Kapoor,Finance,Wellness,8905,0,Rejected,2024-02-16,2024-02-23,Unpaid,Payroll,Fortis
1409,Amit Gupta,Marketing,Pharmacy,12575,0,Pending,2024-06-13,2024-06-19,Paid,Bank Transfer,Apollo Hospital
1410,Amit Gupta,Marketing,Dental,11027,0,Pending,2024-03-30,2024-04-03,Paid,Payroll,Apollo Hospital
1411,Amit Bansal,Operations,Medical,1966,0,Rejected,2023-10-08,2023-10-15,Unpaid,Payroll,Local Clinic
1412,Priya Verma,Finance,Pharmacy,4529,0,Pending,2023-06-07,2023-06-15,Unpaid,Bank Transfer,Local Clinic
1413,Karan Malhotra,Operations,Dental,1295,0,Rejected,2024-02-19,2024-02-24,Paid,Bank Transfer,Local Clinic
1414,Amit Agarwal,Sales,Pharmacy,17903,0,Pending,2024-06-03,2024-06-06,Paid,Bank Transfer,Local Clinic
1415,Karan Sharma,Sales,Medical,1216,0,Rejected,2023-02-16,2023-02-23,Paid,Payroll,Apollo Hospital
1416,Amit Bansal,Finance,Transport,3894,0,Pending,2024-01-02,2024-01-05,Paid,Bank Transfer,Max Healthcare
1417,Karan Malhotra,Marketing,Transport,18156,0,Rejected,2023-12-27,2024-01-05,Paid,Payroll,Local Clinic
1418,Pooja Verma,Operations,Dental,14669,13839,Approved,2024-04-26,2024-04-30,Paid,Bank Transfer,Fortis
1419,Rohit Verma,IT,Medical,13481,12485,Approved,2023-12-15,2023-12-21,Paid,Payroll,Apollo Hospital
1420,Neha Bansal,IT,Medical,6358,6011,Approved,2024-05-24,2024-05-29,Unpaid,Bank Transfer,Fortis
1421,Neha Malhotra,Sales,Pharmacy,2754,0,Rejected,2023-10-11,2023-10-13,Paid,Bank Transfer,Wellness Center
1422,Amit Jain,IT,Medical,10127,0,Rejected,2023-03-24,2023-03-26,Unpaid,Payroll,Max Healthcare
1423,Rahul Kapoor,Operations,Pharmacy,16308,16211,Approved,2023-06-10,2023-06-12,Paid,Bank Transfer,Fortis
1424,Rohit Verma,Sales,Dental,3881,0,Rejected,2023-05-11,2023-05-13,Unpaid,Bank Transfer,Apollo Hospital
1425,Amit Agarwal,Sales,Dental,1572,0,Rejected,2023-08-01,2023-08-04,Unpaid,Bank Transfer,Local Clinic
1426,Ankit Sharma,HR,Transport,19832,0,Rejected,2023-10-27,2023-11-02,Unpaid,Payroll,Max Healthcare
1427,Amit Verma,Finance,Medical,14321,14000,Approved,2024-04-02,2024-04-05,Paid,Bank Transfer,Max Healthcare
1428,Priya Gupta,Marketing,Dental,8358,0,Rejected,2024-02-01,2024-02-07,Unpaid,Bank Transfer,Apollo Hospital
1429,Neha Mehta,Operations,Transport,10903,0,Rejected,2023-06-16,2023-06-19,Unpaid,Payroll,Max Healthcare
1430,Pooja Kapoor,Operations,Pharmacy,597,501,Approved,2023-03-13,2023-03-20,Unpaid,Bank Transfer,Apollo Hospital
1431,Neha Sharma,HR,Dental,19425,0,Pending,2024-01-15,2024-01-24,Unpaid,Payroll,Fortis
1432,Ankit Sharma,Marketing,Wellness,5811,0,Rejected,2024-04-25,2024-05-05,Unpaid,Payroll,Max Healthcare
1433,Karan Gupta,Marketing,Pharmacy,5048,4276,Approved,2023-09-02,2023-09-11,Paid,Bank Transfer,Apollo Hospital
1434,Rohit Agarwal,Sales,Dental,8310,8078,Approved,2023-04-13,2023-04-14,Unpaid,Payroll,Wellness Center
1435,Priya Malhotra,HR,Dental,7385,0,Rejected,2023-05-09,2023-05-14,Unpaid,Payroll,Max Healthcare
1436,Priya Malhotra,Sales,Medical,9439,0,Pending,2023-07-09,2023-07-17,Paid,Payroll,Apollo Hospital
1437,Neha Malhotra,Marketing,Medical,6266,0,Rejected,2023-11-11,2023-11-20,Unpaid,Payroll,Max Healthcare
1438,Rahul Jain,IT,Pharmacy,15584,0,Pending,2024-08-23,2024-08-28,Paid,Payroll,Apollo Hospital
1439,Sneha Bansal,Operations,Medical,9748,8865,Approved,2024-04-19,2024-04-20,Paid,Payroll,Wellness Center
1440,Amit Khanna,Sales,Dental,5166,0,Rejected,2024-05-30,2024-06-01,Paid,Bank Transfer,Apollo Hospital
